,id,createdtime,username,tweets
103,1406875609444372481,2021-06-21 07:24:18,adspotco,"Now you can advertise on #CoinDesk website. 
Visit: https://t.co/7I2F65KQ6t https://t.co/hSgLo36hpA"
104,1406854417429762049,2021-06-21 06:00:05,BTCticker,One Bitcoin now worth $34445.931. Market Cap $645.506 Billion. Based on #coindesk BPI #bitcoin
105,1406854111874752514,2021-06-21 05:58:53,Saqibfa87150259,The faster blower ever in the world. Welcome to the world of crypto @shoaib100mph #ShoaibAkhtarNFT  #coindesk #cointelegraph  #bbcurdu_reportfairly #ARYNewsUrdu https://t.co/UU6mB78csG
106,1406845610762768387,2021-06-21 05:25:06,NgulminthangL,"China-Owned Commercial Bank Allows Digital Yuan-To-Cash Conversions At ATMs

Read more: https://t.co/1Hq0Q6xaku

#CommercialBankofChina  #XinhuaFinance #AgriculturalBankofChina #CoinDesk https://t.co/WAHwtWDYC3"
107,1406824213839810566,2021-06-21 04:00:04,BTCticker,One Bitcoin now worth $34669.812. Market Cap $649.701 Billion. Based on #coindesk BPI #bitcoin
108,1406794019540291586,2021-06-21 02:00:05,BTCticker,One Bitcoin now worth $35283.585. Market Cap $661.202 Billion. Based on #coindesk BPI #bitcoin
109,1406792435246710788,2021-06-21 01:53:48,SABBASALI,RT @Busines73846762: @TenupNation @shoaib100mph @shoaib100mph Shoaib Akhtar is the world best fast baller from Pakistan.. We love you shoai…
110,1406792381576404992,2021-06-21 01:53:35,SABBASALI,"RT @FaranAl86469785: @TenupNation @shoaib100mph We are really Proud of what you are doing and would love to be a part of your team
 #shoaib…"
111,1406792336030552070,2021-06-21 01:53:24,SABBASALI,"RT @Awaiskhan9902: @TenupNation @shoaib100mph #ShoaibAkhtarNFT #coindesk #bbcnews @shoaib100mph 
Now trend start"
112,1406792040734674944,2021-06-21 01:52:14,SABBASALI,"RT @ChSuleman111: @TenupNation @shoaib100mph #ShoaibAkhtarNFT
Shoaib Akhtar the proud of pakistan and pakistan cricket team due to his exce…"
113,1406791811239223296,2021-06-21 01:51:19,SABBASALI,"RT @iamacqua1: @TenupNation @shoaib100mph We are really Proud of what you are doing and would love to be a part of your team
 #shoaibakhtar…"
114,1406791747892613121,2021-06-21 01:51:04,SABBASALI,"RT @bashir_0007: @TenupNation @shoaib100mph #ShoaibAkhtarNFT
Shoaib Akhtar the proud of pakistan and pakistan cricket team due to his excel…"
115,1406771328267415552,2021-06-21 00:29:55,ConsiliumCrypto,"E-commerce giant @eBay is looking at #crypto as a payments option! It could preview the online auctioneer's return to crypto since abandoning Facebook's Libra stablecoin project in 2019.

#blockchain #bitcoin #ethereum #digitalassets #coindesk
https://t.co/ISdNHPSK1u"
116,1406763825093877763,2021-06-21 00:00:06,BTCticker,One Bitcoin now worth $35597.562. Market Cap $667.083 Billion. Based on #coindesk BPI #bitcoin
117,1406747965142835206,2021-06-20 22:57:05,cryptowala0,"Baby Doge Coin 
Live on Pancake Swap set slippage 12%

Buy here: https://t.co/aU999qoump

Lets get it to no1 into Global!!
https://t.co/vlh6UD5s20

#BabyDoge #PancakeSwap #ShibaCoin #ElonMusk #Memes  #Coinbase #coindesk #cz_binance #Binance #Bitcoin #NFT  #babydogecoin #dogecoin"
118,1406734797683240969,2021-06-20 22:04:46,KriptTeknoloji,"#tron #JustinSun #cz_binance #ElonMusk #Binance #Robinhood #dogecoin #DogeFather #cryptoclubhouse #trust #shibainu #win #BinanceSmartChain #coindesk #Ripple #VitalikButerin #SpaceXFleet #mayamusk

please don't forget to donate on father's day"
119,1406733622430867460,2021-06-20 22:00:06,BTCticker,One Bitcoin now worth $35566.475. Market Cap $666.499 Billion. Based on #coindesk BPI #bitcoin
120,1406703420099211266,2021-06-20 20:00:05,BTCticker,One Bitcoin now worth $35439.489. Market Cap $664.117 Billion. Based on #coindesk BPI #bitcoin
121,1406673222754607110,2021-06-20 18:00:05,BTCticker,One Bitcoin now worth $34609.152. Market Cap $648.556 Billion. Based on #coindesk BPI #bitcoin
122,1406644356203876357,2021-06-20 16:05:23,malikaliawais,RT @mbilal033: Welcome pindi express @shoaib100mph let's Rock cryptocurrency and block chain #ShoaibAkhtarNFT #TenupNation #coindesk #bbcur…
123,1406643021266014211,2021-06-20 16:00:05,BTCticker,One Bitcoin now worth $34466.930. Market Cap $645.889 Billion. Based on #coindesk BPI #bitcoin
124,1406641500897878018,2021-06-20 15:54:02,sayyam34275984,"#ShoiabAkhtarNFT Pindi Express, proud of Pakistan. Fastest Bowler world have ever seen, Toe breaker, Rib Cracker, Wills smasher and above all True Gentleman #TenupNation Proud of Nation. #Binance #CoinMarketCap #Coinbase #coindesk 
@Cointelegraph"
